****                   MendelIHT Version 1.4.6                  ****
****     Benjamin Chu, Kevin Keys, Chris German, Hua Zhou       ****
****   Jin Zhou, Eric Sobel, Janet Sinsheimer, Kenneth Lange    ****
****                                                            ****
****                 Please cite our paper!                     ****
****         https://doi.org/10.1093/gigascience/giaa044        ****

Running sparse Multivariate Gaussian regression
Number of threads = 32
Link functin = GLM.IdentityLink()
Sparsity parameter (k) = 4678
Prior weight scaling = off
Doubly sparse projection = off
Debias = off
Max IHT iterations = 20000
Converging when tol < 0.0001 and iteration ≥ 5:

Iteration 1: loglikelihood = 1.9900806693628624e6, backtracks = 0, tol = 0.05038374598183472
 142 │   310000   0.00127915
 143 │   310003   0.00116075
 144 │   310006   0.00108535
 145 │   310010  -0.00321682
 146 │   310012   0.00187857
 147 │   310013   0.00175614
 148 │   310014  -0.00185102
 149 │   310015  -0.00218391
 150 │   310017   0.00148303
 151 │   310018  -0.00215434
 152 │   310019   0.00140372
 153 │   310020  -0.00162291
 154 │   310033  -0.00175904
 155 │   312049   0.00213165
 156 │   312051   0.00229448
 157 │   312052   0.00239998
 158 │   312055   0.00185005
 159 │   391781  -0.00232593
 160 │   391782  -0.00243962
 161 │   391783  -0.00247018
 162 │   391787  -0.00238597
 163 │   391789  -0.00263496
 164 │   391791  -0.00248324
 165 │   391794  -0.00223743
 166 │   394184   0.00249879
 167 │   401797  -0.0023265
 168 │   408087  -0.00355061
 169 │   432731  -0.00307587
 170 │   432735  -0.0024799
 171 │   432745  -0.00186753
 172 │   432746  -0.00192544
 173 │   432747  -0.00189843
 174 │   432754  -0.00671369
 175 │   432757  -0.00471883
 176 │   432759  -0.00687423
 177 │   432760  -0.00249609
 178 │   434519  -0.00285331
 179 │   434532  -0.00413143
 180 │   434545  -0.00439558
 181 │   434553  -0.00297309
 182 │   434560  -0.00363273
 183 │   434561  -0.00365703
 184 │   434573  -0.00391735
 185 │   434574  -0.00393912
 186 │   434594  -0.00267958
 187 │   438286  -0.00273108
 188 │   438303  -0.00210616
 189 │   438325  -0.00297171
 190 │   438334  -0.00195529
 191 │   438339  -0.00230128
 192 │   438345  -0.00338412
 193 │   438363  -0.00213425
 194 │   438366  -0.00185855
 195 │   438383  -0.00241924
 196 │   438391  -0.00203775
 197 │   438435  -0.00357965
 198 │   438439  -0.00293077
 199 │   438441  -0.00232472
 200 │   438442  -0.00342057
 201 │   438445  -0.00287625
 202 │   438448  -0.00479923
 203 │   438450  -0.00274408
 204 │   438455  -0.0052145
 205 │   438466  -0.00589195
 206 │   438467  -0.00323078
 207 │   438469  -0.00949625
 208 │   438470   0.00223272
 209 │   438476  -0.00433699
 210 │   438478  -0.00353408
 211 │   438479  -0.00763247
 212 │   438483  -0.00501794
 213 │   438489  -0.00616804
 214 │   438492  -0.00657022
 215 │   438494  -0.00662689
 216 │   438499   0.00536025
 217 │   438500   0.00541367
 218 │   438505   0.00504702
 219 │   438507   0.00351816
 220 │   438509   0.00292866
 221 │   438511  -0.00561124
 222 │   438513   0.00292589
 223 │   438514   0.00291073
 224 │   438515  -0.0055147
 225 │   438516  -0.00268733
 226 │   438518  -0.0103638
 227 │   438519   0.00630274
 228 │   438520   0.00805477
 229 │   438521   0.00335449
 230 │   438525  -0.00593635
 231 │   438526   0.00883346
 232 │   438527   0.00322532
 233 │   438530  -0.0144289
 234 │   438531   0.00935258
 235 │   438533  -0.00615011
 236 │   438534  -0.00816775
 237 │   438536  -0.00308732
 238 │   438557  -0.00237899
 239 │   438562  -0.00215105
 240 │   438575  -0.00225981
 241 │   449460   0.00198821
 242 │   449579   0.000701596
 243 │   449595   0.00170444
 244 │   450535   0.00374606
 245 │   450537  -0.00371372
 246 │   450538   0.00305223
 247 │   450539   0.000768667
 248 │   450540   0.00350413
 249 │   450546  -0.00106044

Trait 13: IHT estimated 14 non-genetic predictors
14×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │        1  -1.12356e-5
   2 │        2  -0.000562643
   3 │        3   0.00337255
   4 │        4   0.00268592
   5 │        5   0.0012285
   6 │        6  -0.0019699
   7 │        7   0.00141274
   8 │        8  -0.00129408
   9 │        9  -0.00161498
  10 │       10   3.3708e-5
  11 │       11   0.000113204
  12 │       12  -0.000322304
  13 │       13   0.00136042
  14 │       14  -0.00122175

Trait 14: IHT estimated 241 nonzero SNP predictors
241×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │    10145  -0.00152287
   2 │    10164  -0.000666205
   3 │    10171   0.000669074
   4 │    18147  -0.00277035
   5 │    18165  -0.00355448
   6 │    18170  -0.00238076
   7 │    18171   0.00288403
   8 │    18172   0.00119878
   9 │    18173   0.00112621
  10 │    18174  -0.00143766
  11 │    18178   0.00275734
  12 │    18179  -0.000741703
  13 │    18180  -0.000711832
  14 │    18181  -0.00758489
  15 │    18182   0.00579764
  16 │    18183  -0.00760682
  17 │    18184   0.00728785
  18 │    18185   0.00754198
  19 │    18186   0.00759324
  20 │    18187  -0.00423822
  21 │    18188   0.00724324
  22 │    18189   0.00734319
  23 │    18191   0.00209842
  24 │    18195  -0.000747997
  25 │    18197  -0.0030949
  26 │    18198  -0.00193292
  27 │    18212  -0.0018439
  28 │    18218  -0.00232337
  29 │    41945  -0.00219875
  30 │    41946   0.00289181
  31 │    41948  -0.000996951
  32 │    41950  -0.00189816
  33 │    41952  -0.00352249
  34 │    41954  -0.003525
  35 │    41955  -0.00347922
  36 │    41956  -0.00351438
  37 │    41959   0.00235722
  38 │    41961  -0.00204391
  39 │    41963  -0.00235495
  40 │    41964   0.0052119
  41 │    41965   0.00524898
  42 │    41966  -0.00420727
  43 │    41967  -0.00232897
  44 │    41968   0.00469579
  45 │    41971  -0.00284092
  46 │    41972  -0.00276735
  47 │    41974   0.00306991
  48 │    41975   0.00467604
  49 │    41976  -0.00121278
  50 │    41977   0.00595852
  51 │    41978   0.00596677
  52 │    41979   0.00589863
  53 │    41985   0.00420351
  54 │    41986   0.00541159
  55 │    41988   0.0042763
  56 │    41989   0.00357181
  57 │    41990   0.00448113
  58 │    41992  -0.00541815
  59 │    41997  -0.00421964
  60 │    42925  -0.00146465
  61 │    42928  -0.0014459
  62 │    42933  -0.00368573
  63 │    42934  -0.00356055
  64 │    42935  -0.00349387
  65 │    42938  -0.00299159
  66 │    42941   0.00239401
  67 │    42942   0.00235658
  68 │    42943   0.00235657
  69 │    42945   0.00237737
  70 │    42947   0.00228311
  71 │    45816  -0.00234942
  72 │    45817  -0.00248069
  73 │    45821  -0.00231578
  74 │    45822  -0.00283623
  75 │    45823  -0.00271829
  76 │   146525   0.00190265
  77 │   146527   0.00207795
  78 │   146529   0.00172026
  79 │   146530   0.0013779
  80 │   146532   0.00210789
  81 │   146537   0.00175073
  82 │   146538   0.00170047
  83 │   146539   0.00173014
  84 │   146544   0.00170675
  85 │   146545   0.00164625
  86 │   146546   0.0017782
  87 │   146549   0.00292656
  88 │   146552   0.0036511
  89 │   146554   0.00369669
  90 │   146557   0.00385465
  91 │   146560   0.00382251
  92 │   146561   0.00403615
  93 │   146564   0.00385025
  94 │   146566   0.00408374
  95 │   146569   0.00221736
  96 │   146576   0.00346261
  97 │   146579   0.00294252
  98 │   146580  -0.0012695
  99 │   146588  -0.00197306
 100 │   146596   0.00176213
 101 │   158405   0.00338372
 102 │   158406   0.00357334
 103 │   158407   0.00347756
 104 │   169086  -0.000601188
 105 │   169137  -0.000594952
 106 │   174915   0.00108911
 107 │   174926   0.00111005
 108 │   174927   0.00107923
 109 │   174933   0.00109078
 110 │   174936   0.00107913
 111 │   174946   0.00100542
 112 │   174969   0.00112644
 113 │   174972   0.00101203
 114 │   174985   0.0015443
 115 │   174986   0.00111352
 116 │   174988   0.00153189
 117 │   175000   0.00239076
 118 │   175005   0.00239546
 119 │   175009   0.00106447
 120 │   175032   0.00150737
 121 │   175040   0.00151208
 122 │   175041   0.00156045
 123 │   175075   0.00121296
 124 │   175096   0.000906012
 125 │   242599   0.00260263
 126 │   242601  -0.00376912
 127 │   242602  -0.00359586
 128 │   242603  -0.00380432
 129 │   242605  -0.00212136
 130 │   242607  -0.00370103
 131 │   242608   0.00226259
 132 │   242609  -0.00217636
 133 │   242612  -0.0022899
 134 │   266007   0.00265923
 135 │   266008   0.00268411
 136 │   266009   0.00272352
 137 │   266010   0.00269856
 138 │   266011   0.00267193
 139 │   309996  -0.00187578
 140 │   310010  -0.00350917
 141 │   310012   0.00264447
 142 │   310013   0.00258661
 143 │   310014  -0.00188363
 144 │   310015  -0.00213236
 145 │   310017   0.00255407
 146 │   310018  -0.00206269
 147 │   310019   0.00248031
 148 │   310020  -0.00188937
 149 │   312049   0.00192794
 150 │   312051   0.00207901
 151 │   312052   0.00211866
 152 │   312055   0.00210976
 153 │   394184   0.0035394
 154 │   401797  -0.00247732
 155 │   408087  -0.00194836
 156 │   408092   0.00177533
 157 │   411582   0.000855935
 158 │   432723  -0.00127577
 159 │   432731  -0.00160576
 160 │   432735  -0.00270839
 161 │   432745  -0.00190233
 162 │   432746  -0.00179921
 163 │   432747  -0.00199376
 164 │   432754  -0.00687854
 165 │   432757  -0.00556197
 166 │   432759  -0.0070201
 167 │   432760  -0.00205971
 168 │   432761  -0.00167297
 169 │   432778   0.00100833
 170 │   434519  -0.00310136
 171 │   434532  -0.00446958
 172 │   434545  -0.00466773
 173 │   434553  -0.00283869
 174 │   434560  -0.00350259
 175 │   434561  -0.00352349
 176 │   434564  -0.00210725
 177 │   434573  -0.00400226
 178 │   434574  -0.00399587
 179 │   434594  -0.00347793
 180 │   438286  -0.00289974
 181 │   438303  -0.00140769
 182 │   438313  -0.000657796
 183 │   438325  -0.00302439
 184 │   438334  -0.00103861
 185 │   438337  -0.000870799
 186 │   438339  -0.00202234
 187 │   438345  -0.00355328
 188 │   438363  -0.00225653
 189 │   438366  -0.00194605
 190 │   438383  -0.0015181
 191 │   438384  -0.00151125
 192 │   438391  -0.00142433
 193 │   438435  -0.00347396
 194 │   438439  -0.00253939
 195 │   438441  -0.00214436
 196 │   438442  -0.00337657
 197 │   438445  -0.00318772
 198 │   438446   0.000675225
 199 │   438448  -0.0053823
 200 │   438450  -0.00200795
 201 │   438455  -0.00624166
 202 │   438466  -0.00618105
 203 │   438467  -0.00340807
 204 │   438469  -0.0114136
 205 │   438470   0.00306288
 206 │   438473  -0.00102298
 207 │   438476  -0.00450772
 208 │   438478  -0.00237882
 209 │   438479  -0.00841984
 210 │   438481  -0.00194718
 211 │   438483  -0.00545449
 212 │   438489  -0.00682493
 213 │   438492  -0.00712787
 214 │   438494  -0.00718532
 215 │   438499   0.00529746
 216 │   438500   0.00587149
 217 │   438505   0.00522737
 218 │   438507   0.00311587
 219 │   438509   0.00369328
 220 │   438511  -0.00713121
 221 │   438513   0.00297661
 222 │   438514   0.00297069
 223 │   438515  -0.0064512
 224 │   438516  -0.00285509
 225 │   438518  -0.0135997
 226 │   438519   0.00793523
 227 │   438520   0.00893441
 228 │   438521   0.00438785
 229 │   438525  -0.00694076
 230 │   438526   0.00991472
 231 │   438527   0.00444502
 232 │   438530  -0.0180254
 233 │   438531   0.0119348
 234 │   438533  -0.0065247
 235 │   438534  -0.0105183
 236 │   438536  -0.00271124
 237 │   438557  -0.00223192
 238 │   438562  -0.00204002
 239 │   438575  -0.00229167
 240 │   449460   0.00239461
 241 │   449595   0.00271886

Trait 14: IHT estimated 14 non-genetic predictors
14×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │        1  -2.26976e-5
   2 │        2   0.00227568
   3 │        3   0.00166643
   4 │        4   0.000681997
   5 │        5  -0.000910931
   6 │        6  -0.00053623
   7 │        7   0.000854885
   8 │        8  -0.0020937
   9 │        9  -0.00116577
  10 │       10   0.000701073
  11 │       11   0.0002943
  12 │       12  -0.000150661
  13 │       13   0.000443575
  14 │       14   0.000888923

Trait 15: IHT estimated 273 nonzero SNP predictors
273×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │    18181  -0.00259023
   2 │    18183  -0.00265824
   3 │    18184   0.00251995
   4 │    18185   0.00264414
   5 │    18186   0.00264053
   6 │    18188   0.00250131
   7 │    18189   0.00260638
   8 │    22376  -0.00199207
   9 │    22383  -0.00169232
  10 │    41977   0.00231322
  11 │    41978   0.00230143
  12 │    41979   0.00231879
  13 │    41986   0.00200692
  14 │    41990   0.00177569
  15 │    41992  -0.00204059
  16 │    42916   0.000838561
  17 │    42919   0.00100342
  18 │    42925   0.00126672
  19 │    42927   0.000883948
  20 │    42928   0.00119734
  21 │    42931   0.000915652
  22 │    42932   0.000901801
  23 │    42933   0.00282235
  24 │    42934   0.00251476
  25 │    42935   0.00252451
  26 │    42938   0.0021536
  27 │    42941  -0.00157937
  28 │    42942  -0.00157861
  29 │    42943  -0.00156754
  30 │    42945  -0.00157978
  31 │    42947  -0.00154669
  32 │    61929   0.00231187
  33 │    61930   0.00242708
  34 │    61932   0.00266261
  35 │    70930  -0.00247102
  36 │    70931  -0.00256426
  37 │    70932  -0.00253293
  38 │    70933  -0.00255271
  39 │    70935  -0.00258248
  40 │    70938  -0.0023544
  41 │   144090  -0.00284388
  42 │   144091  -0.00257274
  43 │   178101  -0.00233779
  44 │   196927  -0.00233856
  45 │   196947  -0.00220569
  46 │   196957  -0.00207445
  47 │   208920  -0.00153907
  48 │   208924   0.00244942
  49 │   208925   0.00276699
  50 │   208926   0.00254909
  51 │   208927   0.00278996
  52 │   208928   0.00284785
  53 │   208934   0.00253787
  54 │   208939   0.00268058
  55 │   208941   0.00267434
  56 │   208944   0.00171239
  57 │   208947   0.00245216
  58 │   208948   0.0027755
  59 │   208949   0.00234586
  60 │   208951   0.00273595
  61 │   208952   0.00263253
  62 │   208954   0.00264359
  63 │   208956   0.00195683
  64 │   225261   0.00250954
  65 │   226098   0.00226036
  66 │   227982   0.00314829
  67 │   227987   0.00409229
  68 │   227988   0.00399978
  69 │   227989   0.00457475
  70 │   227990   0.00454239
  71 │   227991   0.00546916
  72 │   227992   0.00464065
  73 │   227993   0.00550666
  74 │   227994   0.00531735
  75 │   227995   0.00470347
  76 │   227996   0.00479065
  77 │   227997   0.00322037
  78 │   227999   0.00370812
  79 │   228000   0.00517174
  80 │   228001   0.00543512
  81 │   228002   0.00524924
  82 │   228003   0.00501835
  83 │   228004   0.00527272
  84 │   228005   0.00484493
  85 │   228006   0.00461164
  86 │   228007   0.00466179
  87 │   228008   0.00509603
  88 │   228013   0.00336196
  89 │   228014   0.00530834
  90 │   228019   0.0035474
  91 │   228020   0.00336307
  92 │   286075  -0.00185885
  93 │   286080  -0.0018859
  94 │   286084  -0.00184357
  95 │   300066   0.00290095
  96 │   300068   0.00289332
  97 │   300075   0.00288246
  98 │   301456  -0.00365376
  99 │   301457  -0.00252102
 100 │   301458   0.00177479
 101 │   301459  -0.00462257
 102 │   301462  -0.00462164
 103 │   301463  -0.00482479
 104 │   301464  -0.00430919
 105 │   301466  -0.00462973
 106 │   301467  -0.00474939
 107 │   301468  -0.00475667
 108 │   301469  -0.00453416
 109 │   301470  -0.0045948
 110 │   301471  -0.00479777
 111 │   301472  -0.0037437
 112 │   301473  -0.00475517
 113 │   301474  -0.00192711
 114 │   301475  -0.00367449
 115 │   301476  -0.00464156
 116 │   301479  -0.00290868
 117 │   301480  -0.00409471
 118 │   301481  -0.00224003
 119 │   301482  -0.00210646
 120 │   301485   0.00120573
 121 │   301487   0.00122026
 122 │   301488   0.00187173
 123 │   301489   0.00245746
 124 │   301492   0.00120497
 125 │   301493   0.00122086
 126 │   301494  -0.00128304
 127 │   309993   0.00163676
 128 │   309996   0.00260826
 129 │   310010   0.00309994
 130 │   310014   0.00233532
 131 │   310015   0.00262411
 132 │   310018   0.00265869
 133 │   310020   0.00221511
 134 │   310027   0.00163494
 135 │   310033   0.00217009
 136 │   310037   0.00203878
 137 │   310041   0.00205094
 138 │   310057   0.00226435
 139 │   310059   0.00214076
 140 │   310060   0.00197673
 141 │   310069   0.00191589
 142 │   310070   0.00191036
 143 │   310072   0.00194425
 144 │   310082  -0.00193027
 145 │   334232  -0.00274411
 146 │   334263   0.00320612
 147 │   334268  -0.00235964
 148 │   373913   0.00275872
 149 │   373926   0.00230121
 150 │   373927   0.00199837
 151 │   373928  -0.00353034
 152 │   373931  -0.00315015
 153 │   373937  -0.00346304
 154 │   373938   0.00388818
 155 │   373939  -0.00251482
 156 │   373948   0.011045
 157 │   373949  -0.00195879
 158 │   373950   0.0116613
 159 │   373951   0.0111935
 160 │   373952  -0.0113153
 161 │   373954  -0.0112349
 162 │   373955   0.00400193
 163 │   373956   0.0093248
 164 │   373957   0.00279115
 165 │   373962  -0.00776248
 166 │   373963   0.00244297
 167 │   373966   0.0065494
 168 │   373969  -0.00615574
 169 │   373973  -0.00549418
 170 │   373974  -0.00308803
 171 │   373976   0.0113159
 172 │   373978   0.00581201
 173 │   373979  -0.010978
 174 │   373981  -0.00323197
 175 │   373982  -0.00228191
 176 │   373987  -0.0083769
 177 │   373988  -0.0051883
 178 │   373990  -0.00201078
 179 │   373991  -0.00306454
 180 │   373994   0.00278229
 181 │   373995   0.00328435
 182 │   374006   0.00328692
 183 │   391744  -0.00215969
 184 │   391746   0.00230611
 185 │   391754   0.00262695
 186 │   391760   0.0032853
 187 │   391762   0.00290851
 188 │   391767   0.00288297
 189 │   391779   0.0084021
 190 │   391780   0.00757635
 191 │   391781   0.0124427
 192 │   391782   0.0126406
 193 │   391783   0.012653
 194 │   391784  -0.00430838
 195 │   391785  -0.00713252
 196 │   391787   0.0126498
 197 │   391788   0.00635264
 198 │   391789   0.0115356
 199 │   391791   0.0111602
 200 │   391792  -0.0105616
 201 │   391793   0.0102096
 202 │   391794   0.0109633
 203 │   391795  -0.0101749
 204 │   391796   0.00332248
 205 │   391798   0.00472938
 206 │   391799  -0.00486055
 207 │   391800  -0.00538055
 208 │   391801  -0.00431417
 209 │   391804  -0.00359562
 210 │   391820  -0.00251129
 211 │   407592  -0.00225971
 212 │   407600  -0.0023999
 213 │   438469  -0.00429608
 214 │   438479  -0.00303428
 215 │   438483  -0.00239864
 216 │   438518  -0.00433002
 217 │   438525  -0.00251726
 218 │   438530  -0.00657584
 219 │   438534  -0.00367063
 220 │   450456  -0.000885339
 221 │   450457  -0.000887675
 222 │   450470   0.000386155
 223 │   450473   0.000666995
 224 │   450479  -0.00352058
 225 │   450486  -0.000757701
 226 │   450487  -0.00210436
 227 │   450489  -0.00223827
 228 │   450491  -0.00226142
 229 │   450494  -0.000878554
 230 │   450496  -0.00134347
 231 │   450499  -0.000520331
 232 │   450501   0.00236545
 233 │   450502   0.00239752
 234 │   450504   0.000388667
 235 │   450505   0.000466232
 236 │   450506  -0.00327058
 237 │   450521   0.00225897
 238 │   450523   0.00230628
 239 │   450524   0.00301205
 240 │   450525   0.00264334
 241 │   450526   0.00298914
 242 │   450528   0.00235017
 243 │   450529  -0.00152488
 244 │   450530   0.00232172
 245 │   450531   0.00235871
 246 │   450532   0.00266126
 247 │   450533   0.00049376
 248 │   450535  -0.010209
 249 │   450536   0.00310399
 250 │   450537   0.0102742
 251 │   450538  -0.0107125
 252 │   450539  -0.007166
 253 │   450540  -0.0110046
 254 │   450541   0.00352848
 255 │   450543   0.00370892
 256 │   450544   0.00110899
 257 │   450545   0.00416236
 258 │   450546   0.00598938
 259 │   450550   0.00574645
 260 │   450551   0.00402063
 261 │   450553   0.0042188
 262 │   450555  -0.00496722
 263 │   450556  -0.00415515
 264 │   450559  -0.00494978
 265 │   450560  -0.00498716
 266 │   450562   0.00206439
 267 │   450570   0.00195989
 268 │   450577  -0.00352623
 269 │   450580  -0.0017192
 270 │   450581  -0.00201031
 271 │   450582  -0.00161713
 272 │   450583  -0.00147844
 273 │   450586  -0.00140629

Trait 15: IHT estimated 14 non-genetic predictors
14×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │        1   4.87212e-6
   2 │        2   0.0444579
   3 │        3   0.000380352
   4 │        4   0.000194246
   5 │        5  -0.00110025
   6 │        6   0.00122169
   7 │        7  -7.81245e-5
   8 │        8  -0.000624924
   9 │        9  -0.00149127
  10 │       10   0.000474329
  11 │       11  -0.000459003
  12 │       12   0.000195984
  13 │       13  -0.00325457
  14 │       14   0.0031164

Trait 16: IHT estimated 279 nonzero SNP predictors
279×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │    31767   0.00275667
   2 │    31770   0.00252795
   3 │    33128   0.00253528
   4 │    33129   0.00255047
   5 │    33130   0.0025864
   6 │    33132   0.00275404
   7 │    41945   0.00300232
   8 │    41952   0.00303253
   9 │    41954   0.00297727
  10 │    41955   0.0029937
  11 │    41956   0.00295524
  12 │    41959  -0.00349052
  13 │    41963   0.00362684
  14 │    41967   0.00362881
  15 │    61929   0.000863794
  16 │    61930   0.000926528
  17 │    61932   0.00112686
  18 │    70920   0.000802463
  19 │    70928  -0.000832455
  20 │    70930  -0.00106415
  21 │    70931  -0.00112912
  22 │    70932  -0.00112304
  23 │    70933  -0.00110308
  24 │    70935  -0.00110394
  25 │    70938  -0.000917466
  26 │    70941  -0.000791764
  27 │   121556  -0.0017669
  28 │   121597  -0.00230429
  29 │   121617  -0.00170391
  30 │   144090  -0.00141218
  31 │   144091  -0.00117886
  32 │   178101  -0.00210407
  33 │   196927  -0.0018275
  34 │   196947  -0.0017144
  35 │   196957  -0.00172661
  36 │   208924   0.00143798
  37 │   208925   0.00173344
  38 │   208926   0.00220394
  39 │   208927   0.00181667
  40 │   208928   0.00172953
  41 │   208934   0.00216246
  42 │   208939   0.00175455
  43 │   208941   0.00177918
  44 │   208947   0.00223267
  45 │   208948   0.00195325
  46 │   208949   0.00225479
  47 │   208951   0.00209995
  48 │   208952   0.00225077
  49 │   208954   0.00184508
  50 │   225488   0.00392754
  51 │   225489   0.00387419
  52 │   227975  -0.00236733
  53 │   227981  -0.00209205
  54 │   227982   0.00260494
  55 │   227983   0.00226827
  56 │   227987   0.00421587
  57 │   227988   0.00405809
  58 │   227989   0.005434
  59 │   227990   0.00550744
  60 │   227991   0.00588317
  61 │   227992   0.00563576
  62 │   227993   0.00588762
  63 │   227994   0.00561063
  64 │   227995   0.00588241
  65 │   227996   0.00590553
  66 │   227997   0.00289911
  67 │   227999   0.00461476
  68 │   228000   0.00568596
  69 │   228001   0.00578407
  70 │   228002   0.00559338
  71 │   228003   0.0054279
  72 │   228004   0.0056518
  73 │   228005   0.00528128
  74 │   228006   0.005699
  75 │   228007   0.00571649
  76 │   228008   0.00555222
  77 │   228009   0.00181695
  78 │   228011   0.00227219
  79 │   228013   0.00269507
  80 │   228014   0.00568039
  81 │   228019   0.00295305
  82 │   228020   0.0030549
  83 │   228031   0.00130023
  84 │   240940   0.00252822
  85 │   240944   0.00255569
  86 │   240947   0.00254837
  87 │   250491   0.00168709
  88 │   250494   0.00143934
  89 │   286075  -0.00328299
  90 │   286080  -0.00335892
  91 │   286084  -0.00328675
  92 │   300051   0.00105744
  93 │   300057   0.00044979
  94 │   300058   0.00105425
  95 │   300064  -0.000686785
  96 │   300066   0.00130351
  97 │   300068   0.00126409
  98 │   300075   0.00125086
  99 │   300076   0.000721307
 100 │   300078   0.000562479
 101 │   300084   0.00148103
 102 │   300091  -0.00135409
 103 │   300100  -0.00106504
 104 │   300109  -0.0014118
 105 │   300112  -0.00153026
 106 │   300114  -0.00107516
 107 │   300116  -0.0014886
 108 │   300124  -0.00151883
 109 │   300128  -0.00152688
 110 │   301456  -0.00210554
 111 │   301457  -0.00127377
 112 │   301458   0.00123015
 113 │   301459  -0.00248915
 114 │   301462  -0.00262153
 115 │   301463  -0.002592
 116 │   301464  -0.00231109
 117 │   301466  -0.00253224
 118 │   301467  -0.0026082
 119 │   301468  -0.00255412
 120 │   301469  -0.0025501
 121 │   301470  -0.00245056
 122 │   301471  -0.00262193
 123 │   301472  -0.00287522
 124 │   301473  -0.00266235
 125 │   301474  -0.000400237
 126 │   301475  -0.00271322
 127 │   301476  -0.0027235
 128 │   301479  -0.00127535
 129 │   301480  -0.00244035
 130 │   301481  -0.00151888
 131 │   301482  -0.00166628
 132 │   301488   0.000901408
 133 │   301489   0.00188472
 134 │   301492   0.000829504
 135 │   301493   0.00081161
 136 │   309993   0.00205015
 137 │   309996   0.00202926
 138 │   310010   0.00383245
 139 │   310014   0.00185375
 140 │   310015   0.00216292
 141 │   310018   0.0021592
 142 │   310020   0.00193222
 143 │   310033   0.00200434
 144 │   310037   0.00121582
 145 │   310039   0.00302619
 146 │   310041   0.00106387
 147 │   310057   0.00108329
 148 │   310059   0.000985352
 149 │   310060   0.00132941
 150 │   310069   0.000819369
 151 │   310070   0.000845877
 152 │   310072   0.000766262
 153 │   310082  -0.000691209
 154 │   333936   0.00176022
 155 │   334232  -0.00252843
 156 │   334237  -0.00240297
 157 │   334238  -0.00238179
 158 │   334259   0.0027645
 159 │   334263   0.00277194
 160 │   334268  -0.00196481
 161 │   373913   0.00192571
 162 │   373926   0.00212005
 163 │   373928  -0.00317201
 164 │   373931  -0.0026665
 165 │   373937  -0.00247212
 166 │   373938   0.00363807
 167 │   373939  -0.00223658
 168 │   373948   0.0115319
 169 │   373950   0.012028
 170 │   373951   0.0116345
 171 │   373952  -0.0118402
 172 │   373954  -0.0117524
 173 │   373955   0.00399198
 174 │   373956   0.00990221
 175 │   373957   0.00223856
 176 │   373958   0.00147409
 177 │   373962  -0.00806028
 178 │   373963   0.00211894
 179 │   373966   0.0064337
 180 │   373969  -0.00587424
 181 │   373973  -0.00595668
 182 │   373974  -0.00314786
 183 │   373976   0.0116867
 184 │   373978   0.00565504
 185 │   373979  -0.0113426
 186 │   373981  -0.00346509
 187 │   373982  -0.00199094
 188 │   373987  -0.00841942
 189 │   373988  -0.00514063
 190 │   373991  -0.00280847
 191 │   373994   0.0017968
 192 │   373995   0.0030228
 193 │   373997  -0.00141047
 194 │   374006   0.00241173
 195 │   391735  -0.00170709
 196 │   391744  -0.00280349
 197 │   391746   0.00314416
 198 │   391750   0.00189978
 199 │   391754   0.00349529
 200 │   391757   0.00288571
 201 │   391760   0.00370684
 202 │   391762   0.00347191
 203 │   391767   0.00200895
 204 │   391768   0.00200221
 205 │   391771  -0.000983759
 206 │   391772  -0.000987832
 207 │   391777  -0.00246477
 208 │   391779   0.0100382
 209 │   391780   0.0101602
 210 │   391781   0.0140284
 211 │   391782   0.0141883
 212 │   391783   0.0142089
 213 │   391784  -0.00397608
 214 │   391785  -0.00915634
 215 │   391787   0.0140803
 216 │   391788   0.00608872
 217 │   391789   0.0136666
 218 │   391791   0.013403
 219 │   391792  -0.0126972
 220 │   391793   0.0127768
 221 │   391794   0.0132272
 222 │   391795  -0.0129933
 223 │   391796   0.00517261
 224 │   391798   0.00568802
 225 │   391799  -0.00822954
 226 │   391800  -0.00709015
 227 │   391801  -0.00753011
 228 │   391804  -0.0039044
 229 │   391809   0.00217438
 230 │   391820  -0.00184062
 231 │   393668  -0.00146398
 232 │   393704  -0.00169026
 233 │   396633   0.00145864
 234 │   407582  -0.00335567
 235 │   407592  -0.00396812
 236 │   407600  -0.00422434
 237 │   423242   0.00274059
 238 │   423244   0.0035499
 239 │   423245   0.0036285
 240 │   423246   0.00285501
 241 │   423247   0.00350107
 242 │   423250   0.00350185
 243 │   423255   0.00314478
 244 │   438535   0.00362795
 245 │   438542   0.00349329
 246 │   450252  -0.00311967
 247 │   450479  -0.00225329
 248 │   450489  -0.00167313
 249 │   450491  -0.00259313
 250 │   450496  -0.00251177
 251 │   450506  -0.00338431
 252 │   450521   0.0021092
 253 │   450523   0.00214284
